activity_id,assay_id,assay_chembl_id,tid,target_chembl_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_type,assay_type_description,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,bao_format,bao_label,variant_id,assay_test_type,assay_description,cell_id,tissue_id,curated_by,aidx,confidence_score,confidence_score_description,molregno,compound_chembl_id,pref_name,canonical_smiles,assay_metadata_hash,canonical_smiles_by_Std,molecular_weight,num_atoms,pStandard_value,vs_activity_comment,vs_activity,vs_threshold,lo_activity_comment,lo_activity,lo_threshold,stereoSiblings,effect,assay,effect_description,assay_keywords_description
32315,145014,CHEMBL756276,138,CHEMBL2014,Ki,=,1062.0,nM,5.97,B,Binding,,,,,,,,BAO_0000019,assay format,,,Binding affinity at human ORL1 receptor was determined by using [125I]nociceptin radioligand in Chinese hamster ovary (CHO) cell membranes at a concentration of 23 pM,,,Expert,CLD0,8,Homologous single protein target assigned,176210,CHEMBL108417,,CC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,40fcbf8f2d5a95a165101780e1c7678d,CC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,300.83,21,5.97387548325455,active,1.0,5.0,inactive,0.0,6.3,False,,,,
32320,145014,CHEMBL756276,138,CHEMBL2014,Ki,=,1016.0,nM,5.99,B,Binding,,,,,,,,BAO_0000019,assay format,,,Binding affinity at human ORL1 receptor was determined by using [125I]nociceptin radioligand in Chinese hamster ovary (CHO) cell membranes at a concentration of 23 pM,,,Expert,CLD0,8,Homologous single protein target assigned,176943,CHEMBL322717,,CCCCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,40fcbf8f2d5a95a165101780e1c7678d,CCCCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,370.97,26,5.9931062920521,active,1.0,5.0,inactive,0.0,6.3,True,,,,
34723,145014,CHEMBL756276,138,CHEMBL2014,Ki,=,1135.0,nM,5.95,B,Binding,,,,,,,,BAO_0000019,assay format,,,Binding affinity at human ORL1 receptor was determined by using [125I]nociceptin radioligand in Chinese hamster ovary (CHO) cell membranes at a concentration of 23 pM,,,Expert,CLD0,8,Homologous single protein target assigned,176211,CHEMBL110138,,Cc1ccc(C(c2ccc(C)cc2)N2CC[C@H]2[C@H](N)c2cccc(Cl)c2)cc1,40fcbf8f2d5a95a165101780e1c7678d,Cc1ccc(C(c2ccc(C)cc2)N2CC[C@H]2[C@H](N)c2cccc(Cl)c2)cc1,390.96,28,5.945004138470859,active,1.0,5.0,inactive,0.0,6.3,False,,,,
34728,145014,CHEMBL756276,138,CHEMBL2014,Ki,=,26.0,nM,7.58,B,Binding,,,,,,,,BAO_0000019,assay format,,,Binding affinity at human ORL1 receptor was determined by using [125I]nociceptin radioligand in Chinese hamster ovary (CHO) cell membranes at a concentration of 23 pM,,,Expert,CLD0,8,Homologous single protein target assigned,176204,CHEMBL110379,,CCCCC(c1cccc(F)c1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,40fcbf8f2d5a95a165101780e1c7678d,CCCCC(c1cccc(F)c1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,360.9,25,7.585026652029182,active,1.0,5.0,active,1.0,6.3,True,,,,
35959,145014,CHEMBL756276,138,CHEMBL2014,Ki,=,198.0,nM,6.7,B,Binding,,,,,,,,BAO_0000019,assay format,,,Binding affinity at human ORL1 receptor was determined by using [125I]nociceptin radioligand in Chinese hamster ovary (CHO) cell membranes at a concentration of 23 pM,,,Expert,CLD0,8,Homologous single protein target assigned,176508,CHEMBL448155,,COc1ccc([C@H](N)[C@@H]2CCN2C(c2ccccc2)c2ccccc2)cc1,40fcbf8f2d5a95a165101780e1c7678d,COc1ccc([C@H](N)[C@@H]2CCN2C(c2ccccc2)c2ccccc2)cc1,358.49,27,6.703334809738469,active,1.0,5.0,active,1.0,6.3,False,,,,
35964,145014,CHEMBL756276,138,CHEMBL2014,Ki,=,684.0,nM,6.17,B,Binding,,,,,,,,BAO_0000019,assay format,,,Binding affinity at human ORL1 receptor was determined by using [125I]nociceptin radioligand in Chinese hamster ovary (CHO) cell membranes at a concentration of 23 pM,,,Expert,CLD0,8,Homologous single protein target assigned,176734,CHEMBL321462,,N[C@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1ccc(F)cc1)c1ccc(F)cc1,40fcbf8f2d5a95a165101780e1c7678d,N[C@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1ccc(F)cc1)c1ccc(F)cc1,398.88,28,6.164943898279883,active,1.0,5.0,inactive,0.0,6.3,False,,,,
37153,145014,CHEMBL756276,138,CHEMBL2014,Ki,=,2593.0,nM,5.59,B,Binding,,,,,,,,BAO_0000019,assay format,,,Binding affinity at human ORL1 receptor was determined by using [125I]nociceptin radioligand in Chinese hamster ovary (CHO) cell membranes at a concentration of 23 pM,,,Expert,CLD0,8,Homologous single protein target assigned,176735,CHEMBL320061,,N[C@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1,40fcbf8f2d5a95a165101780e1c7678d,N[C@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1,498.9,34,5.586197483230649,active,1.0,5.0,inactive,0.0,6.3,False,,,,
37158,145014,CHEMBL756276,138,CHEMBL2014,Ki,=,745.0,nM,6.13,B,Binding,,,,,,,,BAO_0000019,assay format,,,Binding affinity at human ORL1 receptor was determined by using [125I]nociceptin radioligand in Chinese hamster ovary (CHO) cell membranes at a concentration of 23 pM,,,Expert,CLD0,8,Homologous single protein target assigned,176072,CHEMBL107288,,CCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,40fcbf8f2d5a95a165101780e1c7678d,CCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,342.91,24,6.127843727251707,active,1.0,5.0,inactive,0.0,6.3,True,,,,
37163,145014,CHEMBL756276,138,CHEMBL2014,Ki,=,30.0,nM,7.52,B,Binding,,,,,,,,BAO_0000019,assay format,,,Binding affinity at human ORL1 receptor was determined by using [125I]nociceptin radioligand in Chinese hamster ovary (CHO) cell membranes at a concentration of 23 pM,,,Expert,CLD0,8,Homologous single protein target assigned,176545,CHEMBL108893,,CCCCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,40fcbf8f2d5a95a165101780e1c7678d,CCCCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,342.91,24,7.522878745280337,active,1.0,5.0,active,1.0,6.3,True,,,,
38417,145014,CHEMBL756276,138,CHEMBL2014,Ki,=,420.0,nM,6.38,B,Binding,,,,,,,,BAO_0000019,assay format,,,Binding affinity at human ORL1 receptor was determined by using [125I]nociceptin radioligand in Chinese hamster ovary (CHO) cell membranes at a concentration of 23 pM,,,Expert,CLD0,8,Homologous single protein target assigned,175956,CHEMBL327118,,N[C@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1cccc(Cl)c1)c1cccc(Cl)c1,40fcbf8f2d5a95a165101780e1c7678d,N[C@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1cccc(Cl)c1)c1cccc(Cl)c1,431.79,28,6.376750709602099,active,1.0,5.0,weak active,1.0,6.3,False,,,,
