activity_id,assay_id,assay_chembl_id,tid,target_chembl_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_type,assay_type_description,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,bao_format,bao_label,variant_id,assay_test_type,assay_description,cell_id,tissue_id,curated_by,aidx,confidence_score,confidence_score_description,molregno,compound_chembl_id,pref_name,canonical_smiles,assay_metadata_hash,canonical_smiles_by_Std,molecular_weight,num_atoms,pStandard_value,vs_activity_comment,vs_activity,vs_threshold,lo_activity_comment,lo_activity,lo_threshold,stereoSiblings,effect,assay,effect_description,assay_keywords_description
147799,146105,CHEMBL754507,138,CHEMBL2014,EC50,>,10000.0,nM,,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Agonistic activity measured by GTPgammaS binding against Opioid receptor like 1 in CHO cells.,449.0,,Autocuration,CLD0,8,Homologous single protein target assigned,244634,CHEMBL146191,,Oc1nc2ccccc2n1C1CCN(CC2CCCCCCC2)CC1,901e030c965234752af5ce2b09ef2dea,O=c1[nH]c2ccccc2n1C1CCN(CC2CCCCCCC2)CC1,341.5,25,5.0,inactive,0.0,5.0,inactive,0.0,6.3,True,,,,
152561,146103,CHEMBL754505,138,CHEMBL2014,EC50,>,10000.0,nM,,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Agonistic activity against nociceptin produced GTPgammaS binding to Opioid receptor like 1 expressed in CHO cells,449.0,,Autocuration,CLD0,8,Homologous single protein target assigned,245652,CHEMBL357076,"J-113,397",CCn1c(=O)n([C@@H]2CCN(CC3CCCCCCC3)C[C@H]2CO)c2ccccc21,901e030c965234752af5ce2b09ef2dea,CCn1c(=O)n([C@@H]2CCN(CC3CCCCCCC3)C[C@H]2CO)c2ccccc21,399.58,29,5.0,inactive,0.0,5.0,inactive,0.0,6.3,False,,,,
154978,146103,CHEMBL754505,138,CHEMBL2014,EC50,=,6900.0,nM,5.16,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Agonistic activity against nociceptin produced GTPgammaS binding to Opioid receptor like 1 expressed in CHO cells,449.0,,Autocuration,CLD0,8,Homologous single protein target assigned,81730,CHEMBL300616,,Oc1nc2ccccc2n1C1CCN(Cc2ccccc2)CC1,901e030c965234752af5ce2b09ef2dea,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccccc2)CC1,307.4,23,5.161150909262744,active,1.0,5.0,inactive,0.0,6.3,False,,,,
158745,146104,CHEMBL754506,138,CHEMBL2014,EC50,>,10000.0,nM,,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Agonistic activity measured by GTPgammaS binding against Opioid receptor like 1 in CHO cells,449.0,,Autocuration,CLD0,8,Homologous single protein target assigned,245717,CHEMBL146013,,CCn1c(=O)n(C2CCN(CC3CCCCCCC3)CC2)c2ccccc21,901e030c965234752af5ce2b09ef2dea,CCn1c(=O)n(C2CCN(CC3CCCCCCC3)CC2)c2ccccc21,369.55,27,5.0,inactive,0.0,5.0,inactive,0.0,6.3,True,,,,
175703,146103,CHEMBL754505,138,CHEMBL2014,EC50,>,10000.0,nM,,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Agonistic activity against nociceptin produced GTPgammaS binding to Opioid receptor like 1 expressed in CHO cells,449.0,,Autocuration,CLD0,8,Homologous single protein target assigned,245683,CHEMBL146462,,CCn1c(=O)n([C@H]2CCN(CC3CCCCCCC3)C[C@@H]2CO)c2ccccc21,901e030c965234752af5ce2b09ef2dea,CCn1c(=O)n([C@H]2CCN(CC3CCCCCCC3)C[C@@H]2CO)c2ccccc21,399.58,29,5.0,inactive,0.0,5.0,inactive,0.0,6.3,False,,,,
179543,146103,CHEMBL754505,138,CHEMBL2014,EC50,=,25.0,nM,7.6,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Agonistic activity against nociceptin produced GTPgammaS binding to Opioid receptor like 1 expressed in CHO cells,449.0,,Autocuration,CLD0,8,Homologous single protein target assigned,245118,CHEMBL146054,,CC(c1ccccc1Cl)N1CCC(n2c(O)nc3ccccc32)CC1,901e030c965234752af5ce2b09ef2dea,CC(c1ccccc1Cl)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,355.87,25,7.6020599913279625,active,1.0,5.0,active,1.0,6.3,True,,,,
998736,145015,CHEMBL753711,138,CHEMBL2014,EC50,=,40.0,nM,7.4,F,Functional,,,,,,,,BAO_0000019,assay format,,,Effective concentration required to stimulate binding of GTPgammaS to ORL1 receptor was determined using scintillation proximity assay,,,Autocuration,CLD0,8,Homologous single protein target assigned,35469,CHEMBL281274,,O=C1NCN(c2ccccc2)C12CCN(C1Cc3cccc4cccc1c34)CC2,6bdd3c17c52bcc51ab8f87a389d0432d,O=C1NCN(c2ccccc2)C12CCN(C1Cc3cccc4cccc1c34)CC2,383.5,29,7.3979400086720375,active,1.0,5.0,active,1.0,6.3,False,,,,
999988,145015,CHEMBL753711,138,CHEMBL2014,EC50,=,510.0,nM,6.29,F,Functional,,,,,,,,BAO_0000019,assay format,,,Effective concentration required to stimulate binding of GTPgammaS to ORL1 receptor was determined using scintillation proximity assay,,,Autocuration,CLD0,8,Homologous single protein target assigned,36055,CHEMBL280827,,Cc1cccc2c1CCCC2N1CCC2(CC1)C(=O)NCN2c1ccccc1,6bdd3c17c52bcc51ab8f87a389d0432d,Cc1cccc2c1CCCC2N1CCC2(CC1)C(=O)NCN2c1ccccc1,375.52,28,6.292429823902063,active,1.0,5.0,weak inactive,0.0,6.3,True,,,,
1007494,146107,CHEMBL883401,138,CHEMBL2014,EC50,=,500.0,nM,6.3,B,Binding,,,,,,,,BAO_0000357,single protein format,,,Effective concentration required to stimulate binding of GTPgammaS to Opioid receptor like 1 was determined using scintillation proximity assay,,,Autocuration,CLD0,8,Homologous single protein target assigned,35556,CHEMBL28172,,O=C1NCN(c2ccccc2)C12CCN(C1Cc3ccccc3C1)CC2,22cc1cdcf2fec4da1aa585de2827efd6,O=C1NCN(c2ccccc2)C12CCN(C1Cc3ccccc3C1)CC2,347.46,26,6.301029995663981,active,1.0,5.0,weak active,1.0,6.3,False,,,,
1008718,219298,CHEMBL822657,138,CHEMBL2014,EC50,=,1500.0,nM,5.82,F,Functional,,,,,,,,BAO_0000019,assay format,,,Effective concentration required to stimulate binding of GTPgammaS to human ORL1 receptor was determined using scintillation proximity assay,,,Autocuration,CLD0,8,Homologous single protein target assigned,35504,CHEMBL283480,,O=C1NCN(c2ccccc2)C12CCN(C1CCc3c(Cl)ccc(Cl)c3C1)CC2,6bdd3c17c52bcc51ab8f87a389d0432d,O=C1NCN(c2ccccc2)C12CCN(C1CCc3c(Cl)ccc(Cl)c3C1)CC2,430.38,29,5.823908740944319,active,1.0,5.0,inactive,0.0,6.3,False,,,,
