activity_id,assay_id,assay_chembl_id,tid,target_chembl_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_type,assay_type_description,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,bao_format,bao_label,variant_id,assay_test_type,assay_description,cell_id,tissue_id,curated_by,aidx,confidence_score,confidence_score_description,molregno,compound_chembl_id,pref_name,canonical_smiles,assay_metadata_hash,canonical_smiles_by_Std,molecular_weight,num_atoms,pStandard_value,vs_activity_comment,vs_activity,vs_threshold,lo_activity_comment,lo_activity,lo_threshold,stereoSiblings,effect,assay,effect_description,assay_keywords_description
32317,145246,CHEMBL755696,137,CHEMBL237,Ki,=,4099.0,nM,5.39,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176210,CHEMBL108417,,CC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,901e030c965234752af5ce2b09ef2dea,CC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,300.83,21,5.387322081683498,active,1.0,5.0,inactive,0.0,6.3,False,,,,
32322,145246,CHEMBL755696,137,CHEMBL237,Ki,=,1945.0,nM,5.71,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176943,CHEMBL322717,,CCCCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,901e030c965234752af5ce2b09ef2dea,CCCCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,370.97,26,5.711080394338273,active,1.0,5.0,inactive,0.0,6.3,True,,,,
34725,145246,CHEMBL755696,137,CHEMBL237,Ki,=,1841.0,nM,5.74,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176211,CHEMBL110138,,Cc1ccc(C(c2ccc(C)cc2)N2CC[C@H]2[C@H](N)c2cccc(Cl)c2)cc1,901e030c965234752af5ce2b09ef2dea,Cc1ccc(C(c2ccc(C)cc2)N2CC[C@H]2[C@H](N)c2cccc(Cl)c2)cc1,390.96,28,5.734946211495985,active,1.0,5.0,inactive,0.0,6.3,True,,,,
34730,145246,CHEMBL755696,137,CHEMBL237,Ki,=,2134.0,nM,5.67,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176204,CHEMBL110379,,CCCCC(c1cccc(F)c1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,901e030c965234752af5ce2b09ef2dea,CCCCC(c1cccc(F)c1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,360.9,25,5.670805584911549,active,1.0,5.0,inactive,0.0,6.3,False,,,,
35961,145246,CHEMBL755696,137,CHEMBL237,Ki,=,1341.0,nM,5.87,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176508,CHEMBL448155,,COc1ccc([C@H](N)[C@@H]2CCN2C(c2ccccc2)c2ccccc2)cc1,901e030c965234752af5ce2b09ef2dea,COc1ccc([C@H](N)[C@@H]2CCN2C(c2ccccc2)c2ccccc2)cc1,358.49,27,5.872571222148401,active,1.0,5.0,inactive,0.0,6.3,True,,,,
35966,145246,CHEMBL755696,137,CHEMBL237,Ki,=,2240.0,nM,5.65,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176734,CHEMBL321462,,N[C@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1ccc(F)cc1)c1ccc(F)cc1,901e030c965234752af5ce2b09ef2dea,N[C@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1ccc(F)cc1)c1ccc(F)cc1,398.88,28,5.649751981665837,active,1.0,5.0,inactive,0.0,6.3,True,,,,
37160,145246,CHEMBL755696,137,CHEMBL237,Ki,=,3684.0,nM,5.43,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176072,CHEMBL107288,,CCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,901e030c965234752af5ce2b09ef2dea,CCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,342.91,24,5.433680378475189,active,1.0,5.0,inactive,0.0,6.3,True,,,,
37165,145246,CHEMBL755696,137,CHEMBL237,Ki,=,3432.0,nM,5.46,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176545,CHEMBL108893,,CCCCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,901e030c965234752af5ce2b09ef2dea,CCCCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,342.91,24,5.464452720823332,active,1.0,5.0,inactive,0.0,6.3,False,,,,
38419,145246,CHEMBL755696,137,CHEMBL237,Ki,=,6037.0,nM,5.22,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,175956,CHEMBL327118,,N[C@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1cccc(Cl)c1)c1cccc(Cl)c1,901e030c965234752af5ce2b09ef2dea,N[C@H](c1cccc(Cl)c1)[C@@H]1CCN1C(c1cccc(Cl)c1)c1cccc(Cl)c1,431.79,28,5.219178824146527,active,1.0,5.0,inactive,0.0,6.3,True,,,,
38437,145386,CHEMBL750076,137,CHEMBL237,Ki,=,5100.0,nM,5.29,B,Binding,,Bos taurus,9913.0,,,,,BAO_0000019,assay format,,,"Binding affinity against Opioid receptor kappa 1 of calf cortex using [3H]-U-69,593 as radioligand",,,Autocuration,CLD0,8,Homologous single protein target assigned,547797,CHEMBL554230,ZOLUNICANT HYDROCHLORIDE,COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13.Cl,7a734ae339e39f2895a3a29a414c9631,COCCC1CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13,404.94,28,5.292429823902063,active,1.0,5.0,inactive,0.0,6.3,True,,,,
41950,145246,CHEMBL755696,137,CHEMBL237,Ki,=,607.0,nM,6.22,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176503,CHEMBL108904,,N[C@@H](c1ccc(Cl)cc1)[C@@H]1CCN1C(c1ccccc1)c1ccccc1,901e030c965234752af5ce2b09ef2dea,N[C@@H](c1ccc(Cl)cc1)[C@@H]1CCN1C(c1ccccc1)c1ccccc1,362.9,26,6.2168113089247425,active,1.0,5.0,weak inactive,0.0,6.3,True,,,,
41955,145246,CHEMBL755696,137,CHEMBL237,Ki,=,6488.0,nM,5.19,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176169,CHEMBL324895,,CCCCC(c1cc(F)cc(F)c1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,901e030c965234752af5ce2b09ef2dea,CCCCC(c1cc(F)cc(F)c1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,378.89,26,5.1878891587969,active,1.0,5.0,inactive,0.0,6.3,True,,,,
45461,145246,CHEMBL755696,137,CHEMBL237,Ki,=,641.0,nM,6.19,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176005,CHEMBL317479,,N[C@H](c1cccc(C(F)(F)F)c1)[C@H]1CCN1C(c1ccccc1)c1ccccc1,901e030c965234752af5ce2b09ef2dea,N[C@H](c1cccc(C(F)(F)F)c1)[C@H]1CCN1C(c1ccccc1)c1ccccc1,396.46,29,6.193141970481182,active,1.0,5.0,weak inactive,0.0,6.3,True,,,,
45466,145246,CHEMBL755696,137,CHEMBL237,Ki,=,7718.0,nM,5.11,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176488,CHEMBL320804,,CCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,901e030c965234752af5ce2b09ef2dea,CCC(c1ccccc1)N1CC[C@H]1[C@H](N)c1cccc(Cl)c1,314.86,22,5.112495225764622,weak active,1.0,5.0,inactive,0.0,6.3,True,,,,
45471,145246,CHEMBL755696,137,CHEMBL237,Ki,=,2938.0,nM,5.53,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176753,CHEMBL110933,,CCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,901e030c965234752af5ce2b09ef2dea,CCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,328.89,23,5.531948208545762,active,1.0,5.0,inactive,0.0,6.3,True,,,,
47986,145246,CHEMBL755696,137,CHEMBL237,Ki,=,3911.0,nM,5.41,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176852,CHEMBL106084,,CCCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,901e030c965234752af5ce2b09ef2dea,CCCCCC(c1ccccc1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,356.94,25,5.4077121840478695,active,1.0,5.0,inactive,0.0,6.3,False,,,,
47991,145246,CHEMBL755696,137,CHEMBL237,Ki,=,4125.0,nM,5.38,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176235,CHEMBL106190,,CCCCC(c1cccc(F)c1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,901e030c965234752af5ce2b09ef2dea,CCCCC(c1cccc(F)c1)N1CC[C@H]1[C@@H](N)c1cccc(Cl)c1,360.9,25,5.384576047114056,active,1.0,5.0,inactive,0.0,6.3,True,,,,
49385,145246,CHEMBL755696,137,CHEMBL237,Ki,=,1634.0,nM,5.79,B,Binding,,,,,,CHO,,BAO_0000219,cell-based format,,,Binding affinity at human opioid receptor kappa 1 was determined by using [3H]diprenorphine radioligand in CHO cell membranes at a concentration of 0.31 nM,449.0,,Expert,CLD0,8,Homologous single protein target assigned,176054,CHEMBL316961,,N[C@@H](c1cccc(C(F)(F)F)c1)[C@@H]1CCN1C(c1ccccc1)c1ccccc1,901e030c965234752af5ce2b09ef2dea,N[C@@H](c1cccc(C(F)(F)F)c1)[C@@H]1CCN1C(c1ccccc1)c1ccccc1,396.46,29,5.786747947803604,active,1.0,5.0,inactive,0.0,6.3,False,,,,
